"","iati_id","budget","recipient_country","recipient_percentage"
"859","T05-EUTF-SAH-TD-01",2.7e+07,"TD",
"860","T05-EUTF-SAH-SN-05",2e+07,"SN",
"861","T05-EUTF-SAH-REG-04",66600000,"BF","26.0"
"862","T05-EUTF-SAH-REG-04",66600000,"ML","24.0"
"863","T05-EUTF-SAH-REG-04",66600000,"NE","16.0"
"864","T05-EUTF-SAH-REG-04",66600000,"MR","13.0"
"865","T05-EUTF-SAH-REG-04",66600000,"SN","11.0"
"866","T05-EUTF-SAH-REG-04",66600000,"TD","10.0"
"867","T05-EUTF-SAH-NG-03",2.1e+07,"NG",
"868","T05-EUTF-SAH-NG-01",11623000,"NG",
"869","T05-EUTF-SAH-NE-06",9e+07,"NE",
"870","T05-EUTF-SAH-NE-05",11500000,"NE",
"871","T05-EUTF-SAH-NE-04",6900000,"NE",
"872","T05-EUTF-SAH-MR-02",3e+06,"MR",
"873","T05-EUTF-SAH-ML-06",2.9e+07,"ML",
"874","T05-EUTF-SAH-ML-01",2.5e+07,"ML",
"875","T05-EUTF-SAH-BF-03",3e+07,"BF",
"876","T05-EUTF-SAH-BF-02",5200000,"BF",
"877","T05-EUTF-SAH-BF-01",3e+07,"BF",
"878","T05-EUTF-SAH-SN-06",27900000,"SN",
"879","T05-EUTF-SAH-REG-08",13930000,"CI",
"880","T05-EUTF-SAH-REG-08",13930000,"GH",
"881","T05-EUTF-SAH-REG-08",13930000,"GN",
"882","T05-EUTF-SAH-REG-08",13930000,"GW",
"883","T05-EUTF-SAH-REG-08",13930000,"TD",
"884","T05-EUTF-SAH-NG-04",15500000,"NG",
"885","T05-EUTF-SAH-NE-07",1.5e+07,"NE",
"886","T05-EUTF-SAH-MR-03",8e+06,"MR",
"887","T05-EUTF-SAH-BF-04",8300000,"BF",
"888","T05-EUTF-SAH-REG-07",1e+07,"BF",
"889","T05-EUTF-SAH-REG-07",1e+07,"ML",
"890","T05-EUTF-SAH-REG-06",2e+07,"BF",
"891","T05-EUTF-SAH-REG-06",2e+07,"ML",
"892","T05-EUTF-SAH-REG-06",2e+07,"MR",
"893","T05-EUTF-SAH-REG-06",2e+07,"NE",
"894","T05-EUTF-SAH-REG-05",31100000,"CM",
"895","T05-EUTF-SAH-REG-05",31100000,"NE",
"896","T05-EUTF-SAH-REG-05",31100000,"NG",
"897","T05-EUTF-SAH-REG-05",31100000,"TD",
"898","T05-EUTF-SAH-TD-06",2.3e+07,"TD",
"899","T05-EUTF-SAH-TD-05",1e+07,"TD",
"900","T05-EUTF-SAH-SN-09",14303200,"SN",
"901","T05-EUTF-SAH-SN-08",1.8e+07,"SN",
"902","T05-EUTF-SAH-SN-07",2.8e+07,"SN",
"903","T05-EUTF-SAH-MR-06",6e+06,"MR",
"904","T05-EUTF-SAH-MR-05",1e+07,"MR",
"905","T05-EUTF-SAH-MR-04",1.4e+07,"MR",
"906","T05-EUTF-SAH-NG-06",4500000,"NG",
"907","T05-EUTF-SAH-NE-09",1.2e+07,"NE",
"908","T05-EUTF-SAH-NE-08",8e+06,"NE",
"909","T05-EUTF-SAH-ML-09",2e+07,"ML",
"910","T05-EUTF-SAH-ML-08",2.5e+07,"ML",
"911","T05-EUTF-SAH-ML-07",1.5e+07,"ML",
"912","T05-EUTF-SAH-GM-02",3900000,"GM",
"913","T05-EUTF-SAH-CM-04",3300000,"CM",
"914","T05-EUTF-SAH-BF-06",8e+06,"BF",
"915","T05-EUTF-SAH-BF-05",7e+06,"BF",
"916","T05-EUTF-HOA-REG-27",5e+06,"DJ","12.0"
"917","T05-EUTF-HOA-REG-27",5e+06,"ER","11.0"
"918","T05-EUTF-HOA-REG-27",5e+06,"ET","11.0"
"919","T05-EUTF-HOA-REG-27",5e+06,"KE","11.0"
"920","T05-EUTF-HOA-REG-27",5e+06,"SD","11.0"
"921","T05-EUTF-HOA-REG-27",5e+06,"SO","11.0"
"922","T05-EUTF-HOA-REG-27",5e+06,"SS","11.0"
"923","T05-EUTF-HoA-REG-28",6900000,"ET","12.0"
"924","T05-EUTF-HoA-REG-28",6900000,"DJ","11.0"
"925","T05-EUTF-HoA-REG-28",6900000,"ER","11.0"
"926","T05-EUTF-HoA-REG-28",6900000,"KE","11.0"
"927","T05-EUTF-HoA-REG-28",6900000,"SO","11.0"
"928","T05-EUTF-HoA-REG-28",6900000,"SS","11.0"
"929","T05-EUTF-HoA-REG-28",6900000,"SS","11.0"
"930","T05-EUTF-HoA-REG-28",6900000,"TZ","11.0"
"931","T05-EUTF-HoA-REG-28",6900000,"UG","11.0"
"932","T05-EUTF-HOA-SD-31",21504799.06,"SD","100.0"
"933","T05-EUTF-HOA-SD-33",8820000,"SD","100.0"
"934","T05-EUTF-HOA-REG-25",60950000,"ET","12.0"
"935","T05-EUTF-HOA-REG-25",60950000,"DJ","11.0"
"936","T05-EUTF-HOA-REG-25",60950000,"ER","11.0"
"937","T05-EUTF-HOA-REG-25",60950000,"KE","11.0"
"938","T05-EUTF-HOA-REG-25",60950000,"SD","11.0"
"939","T05-EUTF-HOA-REG-25",60950000,"SO","11.0"
"940","T05-EUTF-HOA-REG-25",60950000,"SS","11.0"
"941","T05-EUTF-HOA-SD-32",54802260,"SD","100.0"
"942","T05-EUTF-HoA-REG-26",67015000,"ET","25.0"
"943","T05-EUTF-HoA-REG-26",67015000,"KE","25.0"
"944","T05-EUTF-HoA-REG-26",67015000,"SD","25.0"
"945","T05-EUTF-HoA-REG-26",67015000,"SO","25.0"
"946","T05-EUTF-HoA-DJ-29",1e+07,"DJ","100.0"
"947","T05-EUTF-HOA-REG-10-01",3965424,"ET","12.0"
"948","T05-EUTF-HOA-REG-10-01",3965424,"DJ","11.0"
"949","T05-EUTF-HOA-REG-10-01",3965424,"ER","11.0"
"950","T05-EUTF-HOA-REG-10-01",3965424,"KE","11.0"
"951","T05-EUTF-HOA-REG-10-01",3965424,"SD","11.0"
"952","T05-EUTF-HOA-REG-10-01",3965424,"SO","11.0"
"953","T05-EUTF-HOA-REG-10-01",3965424,"SS","11.0"
"954","T05-EUTF-HOA-REG-10-01",3965424,"TZ","11.0"
"955","T05-EUTF-HOA-REG-10-01",3965424,"UG","11.0"
"956","T05-EUTF-HOA-SS-06",31662477.17,"SS","100.0"
"957","T05-EUTF-HOA-SS-05-01",999924,"SS","100.0"
"958","T05-EUTF-HOA-SS-05",3e+06,"SS","100.0"
"959","T05-EUTF-HOA-SS-04-01",2e+07,"SS","100.0"
"960","T05-EUTF-HOA-SS-04",2e+07,"SS","100.0"
"961","T05-EUTF-SAH-REG-04-01",8692218.95,"BF",
"962","T05-EUTF-SAH-REG-04-01",8692218.95,"ML",
"963","T05-EUTF-SAH-REG-04-01",8692218.95,"MR",
"964","T05-EUTF-SAH-REG-04-01",8692218.95,"NE",
"965","T05-EUTF-SAH-REG-04-01",8692218.95,"SN",
"966","T05-EUTF-SAH-REG-04-01",8692218.95,"TD",
"967","T05-EUTF-HoA-REG-10",6600000,"ET","12.0"
"968","T05-EUTF-HoA-REG-10",6600000,"DJ","11.0"
"969","T05-EUTF-HoA-REG-10",6600000,"ER","11.0"
"970","T05-EUTF-HoA-REG-10",6600000,"KE","11.0"
"971","T05-EUTF-HoA-REG-10",6600000,"SD","11.0"
"972","T05-EUTF-HoA-REG-10",6600000,"SO","11.0"
"973","T05-EUTF-HoA-REG-10",6600000,"SS","11.0"
"974","T05-EUTF-HoA-REG-10",6600000,"TZ","11.0"
"975","T05-EUTF-HoA-REG-10",6600000,"UG","11.0"
"976","T05-EUTF-HOA-REG-19",14952505.5,"ET","15.0"
"977","T05-EUTF-HOA-REG-19",14952505.5,"KE","15.0"
"978","T05-EUTF-HOA-REG-19",14952505.5,"SD","15.0"
"979","T05-EUTF-HOA-REG-19",14952505.5,"UG","15.0"
"980","T05-EUTF-HOA-REG-19",14952505.5,"DJ","10.0"
"981","T05-EUTF-HOA-REG-19",14952505.5,"ER","10.0"
"982","T05-EUTF-HOA-REG-19",14952505.5,"SO","10.0"
"983","T05-EUTF-HOA-REG-19",14952505.5,"SS","10.0"
"984","T05-EUTF-HOA-REG-20",5e+06,"DJ","14.3"
"985","T05-EUTF-HOA-REG-20",5e+06,"ET","14.3"
"986","T05-EUTF-HOA-REG-20",5e+06,"KE","14.3"
"987","T05-EUTF-HOA-REG-20",5e+06,"SD","14.3"
"988","T05-EUTF-HOA-REG-20",5e+06,"SO","14.3"
"989","T05-EUTF-HOA-REG-20",5e+06,"SS","14.3"
"990","T05-EUTF-HOA-REG-20",5e+06,"UG","14.3"
"991","T05-EUTF-HOA-REG-09",4e+07,"DJ",
"992","T05-EUTF-HOA-REG-09",4e+07,"ER",
"993","T05-EUTF-HOA-REG-09",4e+07,"ET",
"994","T05-EUTF-HOA-REG-09",4e+07,"KE",
"995","T05-EUTF-HOA-REG-09",4e+07,"SD",
"996","T05-EUTF-HOA-REG-09",4e+07,"SO",
"997","T05-EUTF-HOA-REG-09",4e+07,"SS",
"998","T05-EUTF-HOA-REG-09",4e+07,"UG",
"999","T05-EUTF-HoA-REG-09-01",4e+07,"ET","21.3"
"1000","T05-EUTF-HoA-REG-09-01",4e+07,"KE","18.3"
"1001","T05-EUTF-HoA-REG-09-01",4e+07,"SD","16.7"
"1002","T05-EUTF-HoA-REG-09-01",4e+07,"SO","10.9"
"1003","T05-EUTF-HoA-REG-09-01",4e+07,"DJ","5.9"
"1004","T05-EUTF-HoA-REG-09-01",4e+07,"ER","4.3"
"1005","T05-EUTF-HoA-REG-09-01",4e+07,"UG","4.3"
"1006","T05-EUTF-HoA-REG-09-01",4e+07,"SS","3.9"
"1007","T05-EUTF-HOA-KE-18-03",5920000,"KE","100.0"
"1008","T05-EUTF-HOA-KE-18-01",3920000,"KE","100.0"
"1009","T05-EUTF-HOA-KE-18-02",2920000,"KE","100.0"
"1010","T05-EUTF-HOA-UG-08-01",4300000,"UG","100.0"
"1011","T05-EUTF-HoA-KE-18",1.5e+07,"KE","100.0"
"1012","T05-EUTF-HoA-UG-08",4300000,"UG","100.0"
"1013","T05-EUTF-HOA-UG-07-03",4900000,"UG","100.0"
"1014","T05-EUTF-HOA-ET-02-01",19845000,"ET","100.0"
"1015","T05-EUTF-HOA-KE-17-01",14700000,"KE","100.0"
"1016","T05-EUTF-HOA-UG-07-01",4900000,"UG","100.0"
"1017","T05-EUTF-HOA-ET-02",19945000,"ET","100.0"
"1018","T05-EUTF-HOA-UG-07-02",1e+07,"UG","100.0"
"1019","T05-EUTF-HOA-KE-17",14777689,"KE","100.0"
"1020","T05-EUTF-HOA-UG-07",2.3e+07,"UG","100.0"
"1021","T05-EUTF-SAH-ML-01-01",16112780,"ML",
"1022","T05-EUTF-SAH-SN-05-02",1e+07,"SN","100.0"
"1023","T05-EUTF-SAH-SN-05-01",1e+07,"SN","100.0"
"1024","T05-EUTF-SAH-TD-01-01",1.5e+07,"TD","100.0"
"1025","T05-EUTF-SAH-TD-03-01",10300000,"TD","100.0"
"1026","T05-EUTF-SAH-NG-01-02",4e+06,"NG","100.0"
"1027","T05-EUTF-SAH-NG-01-03",2123000,"NG","100.0"
"1028","T05-EUTF-SAH-NG-01-01",5500000,"NG","100.0"
"1029","T05-EUTF-SAH-ML-01-02",5560000,"ML","100.0"
"1030","T05-EUTF-SAH-ML-01-03",4200000,"ML","100.0"
"1031","T05-EUTF-HOA-SD-22",7898475,"SD","100.0"
"1032","T05-EUTF-SAH-MR-02-01",3e+06,"MR","100.0"
"1033","T05-EUTF-SAH-NE-04-01",6900000,"NE","100.0"
"1034","T05-EUTF-SAH-BF-03-01",35540000,"BF","100.0"
"1035","T05-EUTF-SAH-NE-06-03",6e+06,"NE","100.0"
"1036","T05-EUTF-HOA-SO-23",1.3e+07,"SO","100.0"
"1037","T05-EUTF-SAH-NE-06-02",3998300,"NE","100.0"
"1038","T05-EUTF-SAH-BF-02-01",5200000,"BF",
"1039","T05-EUTF-HOA-ET-01-08",5580000,"ET","100.0"
"1040","T05-EUTF-HoA-ET-24",27330349,"ET","100.0"
"1041","T05-EUTF-HOA-ET-01-06",4230000,"ET","100.0"
"1042","T05-EUTF-HOA-SD-11",1.5e+07,"SD","100.0"
"1043","T05-EUTF-HOA-ET-01-04",5940000,"ET","100.0"
"1044","T05-EUTF-HOA-SD-14",6e+06,"SD","100.0"
"1045","T05-EUTF-HOA-ET-01-03",4252072.9,"ET","100.0"
"1046","T05-EUTF-HOA-SD-13",11960000,"SD","100.0"
"1047","T05-EUTF-HOA-ET-01-07",7e+06,"ET","100.0"
"1048","T05-EUTF-HOA-ET-01-05",5500000,"ET","100.0"
"1049","T05-EUTF-HOA-ET-01-02",4949244,"ET","100.0"
"1050","T05-EUTF-HOA-ET-01-01",6e+06,"ET","100.0"
"1051","T05-EUTF-HOA-SO-03",5.5e+07,"SO","100.0"
"1052","T05-EUTF-HOA-ET-01",47695443.11,"ET","100.0"
"1053","T05-EUTF-HOA-SD-12",7e+06,"SD","100.0"
"1054","T05-EUTF-HoA-ET-15",29673748.02,"ET","100.0"
"1055","T05-EUTF-HOA-SO-03-02",5e+06,"SO","100.0"
"1056","T05-EUTF-HOA-SO-03-01",32720,"SO","100.0"
"1057","T05-EUTF-SAH-CM-01",2e+07,"CM","100.0"
"1058","T05-EUTF-SAH-SN-01",8e+06,"SN","100.0"
"1059","T05-EUTF-SAH-CM-02",7e+06,"CM","100.0"
"1060","T05-EUTF-SAH-CM-03",1e+07,"CM","100.0"
"1061","T05-EUTF-SAH-GM-01",1.1e+07,"GM","100.0"
"1062","T05-EUTF-SAH-ML-03",1e+07,"ML","100.0"
"1063","T05-EUTF-SAH-ML-04",1.3e+07,"ML","100.0"
"1064","T05-EUTF-SAH-ML-02",13576233,"ML","100.0"
"1065","T05-EUTF-SAH-ML-05",6e+06,"ML","100.0"
"1066","T05-EUTF-SAH-MR-01",3200000,"MR","100.0"
"1067","T05-EUTF-SAH-NE-01",7e+06,"NE","100.0"
"1068","T05-EUTF-SAH-NE-02",2.5e+07,"NE","100.0"
"1069","T05-EUTF-SAH-NE-03",3e+07,"NE","100.0"
"1070","T05-EUTF-SAH-REG-01",7200000,"BF","20.0"
"1071","T05-EUTF-SAH-REG-01",7200000,"ML","20.0"
"1072","T05-EUTF-SAH-REG-01",7200000,"MR","20.0"
"1073","T05-EUTF-SAH-REG-01",7200000,"NE","20.0"
"1074","T05-EUTF-SAH-REG-01",7200000,"TD","20.0"
"1075","T05-EUTF-SAH-REG-03",8e+06,"BF","12.5"
"1076","T05-EUTF-SAH-REG-03",8e+06,"BJ","12.5"
"1077","T05-EUTF-SAH-REG-03",8e+06,"CI","12.5"
"1078","T05-EUTF-SAH-REG-03",8e+06,"GH","12.5"
"1079","T05-EUTF-SAH-REG-03",8e+06,"ML","12.5"
"1080","T05-EUTF-SAH-REG-03",8e+06,"MR","12.5"
"1081","T05-EUTF-SAH-REG-03",8e+06,"NE","12.5"
"1082","T05-EUTF-SAH-REG-03",8e+06,"TD","12.5"
"1083","T05-EUTF-SAH-SN-03",1100000,"SN","100.0"
"1084","T05-EUTF-SAH-SN-04",40108734,"SN","100.0"
"1085","T05-EUTF-SAH-TD-02",1.8e+07,"TD","100.0"
"1086","T05-EUTF-SAH-SN-02",4500000,"SN","80.0"
"1087","T05-EUTF-SAH-SN-02",4500000,"GW","20.0"
"1088","T05-EUTF-SAH-TD-02-01",20300000,"TD","100.0"
"1089","T05-EUTF-SAH-SN-04-02",1.9e+07,"SN","100.0"
"1090","T05-EUTF-SAH-SN-04-01",1.6e+07,"SN","100.0"
"1091","T05-EUTF-SAH-SN-03-01",1100000,"SN","100.0"
"1092","T05-EUTF-SAH-REG-03-01",5e+06,"BF","12.5"
"1093","T05-EUTF-SAH-REG-03-01",5e+06,"BJ","12.5"
"1094","T05-EUTF-SAH-REG-03-01",5e+06,"CI","12.5"
"1095","T05-EUTF-SAH-REG-03-01",5e+06,"GH","12.5"
"1096","T05-EUTF-SAH-REG-03-01",5e+06,"ML","12.5"
"1097","T05-EUTF-SAH-REG-03-01",5e+06,"MR","12.5"
"1098","T05-EUTF-SAH-REG-03-01",5e+06,"NE","12.5"
"1099","T05-EUTF-SAH-REG-03-01",5e+06,"TD","12.5"
"1100","T05-EUTF-SAH-REG-01-01",7e+06,"BF","20.0"
"1101","T05-EUTF-SAH-REG-01-01",7e+06,"ML","20.0"
"1102","T05-EUTF-SAH-REG-01-01",7e+06,"MR","20.0"
"1103","T05-EUTF-SAH-REG-01-01",7e+06,"NE","20.0"
"1104","T05-EUTF-SAH-REG-01-01",7e+06,"TD","20.0"
"1105","T05-EUTF-SAH-NG-02-01",3500633,"NG","100.0"
"1106","T05-EUTF-SAH-NE-03-01",6.7e+07,"NE","100.0"
"1107","T05-EUTF-SAH-NE-02-01",26500000,"NE",
"1108","T05-EUTF-SAH-NE-01-01",6999893,"NE","100.0"
"1109","T05-EUTF-SAH-MR-01-01",3200000,"MR","100.0"
"1110","T05-EUTF-SAH-ML-05-01",8200000,"ML","100.0"
"1111","T05-EUTF-SAH-ML-04-01",1.9e+07,"ML","100.0"
"1112","T05-EUTF-SAH-ML-03-01",1e+07,"ML","100.0"
"1113","T05-EUTF-SAH-ML-02-01",1.4e+07,"ML","100.0"
"1114","T05-EUTF-SAH-GM-01-01",1.1e+07,"GM","100.0"
"1115","T05-EUTF-SAH-CM-03-01",1e+07,"CM","100.0"
"1116","T05-EUTF-SAH-CM-02-01",1e+07,"CM","100.0"
"1117","T05-EUTF-SAH-NG-02",3500633,"NG","100.0"
"1118","EU Trust Fund for Africa Results Framework",4.6e+09,"BF",
"1119","EU Trust Fund for Africa Results Framework",4.6e+09,"CI",
"1120","EU Trust Fund for Africa Results Framework",4.6e+09,"CM",
"1121","EU Trust Fund for Africa Results Framework",4.6e+09,"LY","100.0"
"1122","T05-EUTF-SAH-SN-01-01",8e+06,"SN","100.0"
